name,area,climb_info,region,description,number_of_votes,grade,protection,url,areaurl,average_rating,location,grade_num,toprope,sport,trad,alpine,ice,aid,pitches,length,yes,no,anchor,arete,awkward,block,bolt,boulder,bulge,broken,canyon,buttress,chains,chimney,classic,clean,corner,crack,crimps,crux,difficult,dihedral,exposure,face,finger,flake,gully,hand,jug,ledge,lip,jam,ledge.1,notch,moderate,ridge,vertical,horizontal,mantle,offwidth,overhang,pillar,pocket,protect,ramp,rappel,roof,scramble,seam,slab,sloper,solid,stance,steep,stemming,sustained,technical,tower,traverse,undercling
Raspberry Arete,Dino Head,"Sport, 1 pitch, 115'",Alaska,"A fun lead up the greenish arete that tops out at the same anchors as Best Deal in Town and others. Fun easy climb! 2 rope rappel or intermediate rap station.,When you reach the fork in the trail near the handrail stay left for about 5-10 feet. Look for a chain bolt with a shackle on it with another bolt about 3 feet to the left . This bolt line is the start. It follows bolts to the top where you rappel off the right side to a single bolt anchor for the second rappel. Some scumbag swiped the hangar off the last bolt so it can be a little exciting at the end.,,",9,5.6,"14 bolts, bring long slings to prevent rope drag. 2 bolt anchor with hugely long chain.",http://www.mountainproject.com/v/raspberry-arete/107137339,mountainproject.com/v/dino-head/107137336,2.0,"When you reach the fork in the trail near the handrail stay left for about 5-10 feet. Look for a chain bolt with a shackle on it with another bolt about 3 feet to the left . This bolt line is the start. It follows bolts to the top where you rappel off the right side to a single bolt anchor for the second rappel. Some scumbag swiped the hangar off the last bolt so it can be a little exciting at the end.,,",6.0,0,1,0,0,0,0,1.0,115.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pocket Rocket,Dino Head,"Sport, 1 pitch",Alaska,"Pocket Rocket starts above where the hand rail makes a turn toward the highway. Begin down low on ledges with horizontal white stripes of quartz. Then follow bolts onto beautiful, smooth rock up the middle section of the climb. The quality goes down a bit near the anchor but this is still a fun climb. If you want to keep your rope out of the goat crap a tarp is a MUST.,8 bolts, 1 bolt+ 1 bolt chain anchor,",4,5.10b/c,"8 bolts, 1 bolt+ 1 bolt chain anchor",http://www.mountainproject.com/v/pocket-rocket/108966868,mountainproject.com/v/dino-head/107137336,2.5,,10.0,0,1,0,0,0,0,1.0,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dino's Stubble Trouble,Dino Head,"Sport, 1 pitch, 50'",Alaska,"One of the better offerings at Dino's Head. Across from the 7th metal post/handrail. Climb up the obvious white streak marked with sharp and plentiful calcite ""pimples"" andcool finger pockets. This textured surface is super solid and provides some excellent friction. ,,",4,5.10d,8 bolts to 2 bolt anchor.,http://www.mountainproject.com/v/dinos-stubble-trouble/108190486,mountainproject.com/v/dino-head/107137336,3.8,,10.0,0,1,0,0,0,0,1.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Flight of the Raven,Dino Head,"Sport, 1 pitch, 80'",Alaska,"At the moment this is the furthest left line at the cliff. Climb a couple of ledges to a polished face. Stay directly on the bolt line after the 5th bolt for the best rock quality.,,",3, 5.10b,"10 bolts, chain anchor",http://www.mountainproject.com/v/flight-of-the-raven/108310457,mountainproject.com/v/dino-head/107137336,1.7,,10.0,0,1,0,0,0,0,1.0,80.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scareball Masterpiece,Lost World,"TR, Boulder, 20'",Alaska,"This problem is clearly visible from the road. It is a large blunt arete that sticks out of the side of the hill at the far end of the diamond south boulders. the south side of the boulder is brilliant orange granite. ,Start on the left before the arete and Climb fun jugs towards the right through some dynamic moves to the lip. From the lip climb smaller holds until you're on the ""headwall"" make a barndoor move to pinch in the middle of the face. Make a move to the arete and follow it to an easy top out. ,While of a relatively easy grade, this is a serious problem and should be treated as such. Falling will spit you about 20' down into the scree, for a classic archangel landing.,You can see this problem on the far end of the boulder field from the road. from the AAC outhouse head towards the normal stream crossing, turn left and head down the valley on the small trail that skirts the river. After a bit there is a bit of a clearing that forms, start moving up hill through some bouldering hopping. Towards the arete now about 100 yards away uphill and to the left. Many problems in here have been cleaned and climbed. Pass ""Narsil"" on the way, this is about 5 or 10 yards north of the arete., ,As of Summer of 2014, David said he improved the landing somewhat.,",2,V5-6,Lots of pads and spotters. You can set up a TR on some boulders. Bring a junky rope for this there is a big swing.,http://www.mountainproject.com/v/scareball-masterpiece/109039811,mountainproject.com/v/lost-world/109301288,4.0,"You can see this problem on the far end of the boulder field from the road. from the AAC outhouse head towards the normal stream crossing, turn left and head down the valley on the small trail that skirts the river. After a bit there is a bit of a clearing that forms, start moving up hill through some bouldering hopping. Towards the arete now about 100 yards away uphill and to the left. Many problems in here have been cleaned and climbed. Pass ""Narsil"" on the way, this is about 5 or 10 yards north of the arete., , ,As of Summer of 2014, David said he improved the landing",6.0,1,0,0,0,0,0,,20.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dino's Milkmaid,Dino Head,"Sport, 50'",Alaska,"Starts from a decent ledge with a belay bolt. Climb the left bolt line through funky moves with rock that is becoming more solid with traffic. Strange little traverse at the end. The anchor was recently upgraded with ASCA hardware.,Right end of the crag. Take the trail right to the ledge with a belay bolt.,,",2, 5.10a,"8 bolts, 2 bolt rap anchor",http://www.mountainproject.com/v/dinos-milkmaid/108892996,mountainproject.com/v/dino-head/107137336,2.0,"Right end of the crag. Take the trail right to the ledge with a belay bolt.,,",10.0,0,1,0,0,0,0,,50.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Epidemic ,Tin Can Rock ,"Sport, 50'",Alaska,"Either start in the hole or from the boulder and climb through three bolts of easy climbing to two bolts of techy crimps with interesting foot work. Keep your shit together for the topout which should get easier as it gets cleaned. (please suggest more accurate ratings for this climb) ,Furthest left, climbs black to golden granite.,",3, 5.11+,"5 bolts, two bolt rap anchor",http://www.mountainproject.com/v/epidemic-/108255976,mountainproject.com/v/tin-can-rock-/108255973,3.7,"Furthest left, climbs black to golden granite.,",11.0,0,1,0,0,0,0,,50.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3rd Generation,3rd Generation Wall ,"Trad, 1 pitch, 75'",Alaska,"The route was originally climbed in two pitches, but can easily be linked into a single pitch. The crux is on bolts after pulling the roof. ,The route is located in the center of the 3rd generation wall.,",3, 5.12,"Bolts, nuts, cams. Descend off of bolted anchor.",http://www.mountainproject.com/v/3rd-generation/108036836,mountainproject.com/v/3rd-generation-wall-/108036829,3.3,"The route is located in the center of the 3rd generation wall.,",12.0,0,0,1,0,0,0,1.0,75.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White Fang,"Frostbite Boulders- Anchorage, AK","Boulder, 12'",Alaska,"Starts on the same crimps as Finger on the Trigger and goes left up the sloping crimps, and then finishes in the side-pull above the wall's project(which takes the obvious sit-start on and uses a few left deltoid dependent holds to crimps). ,See pics of the Frostbite Boulder main, trail-side facing wall.,,",1, V8+,One pad or two.,http://www.mountainproject.com/v/white-fang/106735896,mountainproject.com/v/frostbite-boulders--anchorage-ak/106436706,2.0,"See pics of the Frostbite Boulder main, trail-side facing wall.,,",,0,0,0,0,0,0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Screaming Barfies,"Frostbite Boulders- Anchorage, AK",Boulder,Alaska,"A beauty finger crack that you wish went on for another 100 feet. Sit start with a high foot and good hands.,This block is up hill from the main block. Follow the trail another 100 ft where is splits, go right and then immediately left. On the backside of the block.,,",1, V1,pad,http://www.mountainproject.com/v/screaming-barfies/110516898,mountainproject.com/v/frostbite-boulders--anchorage-ak/106436706,3.0,"This block is up hill from the main block. Follow the trail another 100 ft where is splits, go right and then immediately left. On the backside of the block.,,",,0,0,0,0,0,0,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosquitoes in WInter,"Frostbite Boulders- Anchorage, AK","Boulder, 7'",Alaska,"Mosquitoes in Winter V1+: , SDS on the right side of the boulder and move up and left on positive holds. ,On the satellite Boulder located 25 behind the main Frostbite",1, V1+,Pad,http://www.mountainproject.com/v/mosquitoes-in-winter/106755287,mountainproject.com/v/frostbite-boulders--anchorage-ak/106436706,2.0,"On the satellite Boulder located 25 behind the main Frostbite boulder.,,",,0,0,0,0,0,0,,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lip Service,"Frostbite Boulders- Anchorage, AK","Boulder, 15'",Alaska,"Start to the right of Finger on the Trigger, to the right of the trees and follow the lip all the way left, to finish above the arete.,Frostbite main boulder, descend around the corner from the start.,,",1, V2-3,Pads,http://www.mountainproject.com/v/lip-service/106453011,mountainproject.com/v/frostbite-boulders--anchorage-ak/106436706,2.0,"Frostbite main boulder, descend around the corner from the start.,,",,0,0,0,0,0,0,,15.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In the trench,"Frostbite Boulders- Anchorage, AK","Boulder, 8'",Alaska,"SDS on low right hand sloping crimp and left hand on the sloping crimp on the arête.,On the satellite Boulder located 25 behind the main Frostbite boulder.,,",1, V3-,Pad,http://www.mountainproject.com/v/in-the-trench/106755229,mountainproject.com/v/frostbite-boulders--anchorage-ak/106436706,2.0,"On the satellite Boulder located 25 behind the main Frostbite boulder.,,",,0,0,0,0,0,0,,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Finger on the Trigger,"Frostbite Boulders- Anchorage, AK","Boulder, 15'",Alaska,"The crux is off the ground and setting feet for the deadpoint, from the crimps to the positive slope, and then the deadpoint to the lip.,,",1, V5,Pads,http://www.mountainproject.com/v/finger-on-the-trigger/106436713,mountainproject.com/v/frostbite-boulders--anchorage-ak/106436706,3.0,,,0,0,0,0,0,0,,15.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Driven Snow,"Frostbite Boulders- Anchorage, AK","Boulder, 9'",Alaska,"The Driven Snow V8/9: , SDS in the middle of the boulder, with your left hand on a small blunt under-cling and right hand in a diagonally downward crimp, and move left into side pull, and then up right to the miserable crimp and top-out, or eliminate a move and go from the under-cling to the crimp. ,On the satellite Boulder located 25 behind the main Frostbite",1, V8-9,Pad,http://www.mountainproject.com/v/the-driven-snow/106755267,mountainproject.com/v/frostbite-boulders--anchorage-ak/106436706,2.0,"On the satellite Boulder located 25 behind the main Frostbite boulder.,,",,0,0,0,0,0,0,,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Steady Diet of Frostbite,"Frostbite Boulders- Anchorage, AK","Boulder, 12'",Alaska,,1, V6-7,Pads,http://www.mountainproject.com/v/a-steady-diet-of-frostbite/106436722,mountainproject.com/v/frostbite-boulders--anchorage-ak/106436706,3.0,"Frostbite main boulder.,,",,0,0,0,0,0,0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
African Dreams ,Tin Can Rock ,"Sport, 50'",Alaska,"From the boulder climb the left side of the golden Africa flake on mostly positive crimps on on the ride side of the wall, avoid going too far right into dirty rock. Overhanging to slab that climbs much more like a face climb. Move left to the crack and pull the lip on good holds.,",3, 5.10b/c,"5 bolts, two bolt anchor, small gear for the weak minded at the top, #2 RP works nicely.",http://www.mountainproject.com/v/african-dreams-/108255983,mountainproject.com/v/tin-can-rock-/108255973,3.7,,10.0,0,1,0,0,0,0,,50.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zulu Warrior,Zulu Wall,"Sport, 1 pitch, 100'",Alaska,"Start at the base of a flake and follow it up to the slab and the first bolt. Follow the right-hand line of bolts from there to the top. Don't be intimidated by the bulge at the end, the route goes just fine either direct, to the left, or to the right. Remember to stem.,Find the left end of the Zulu Wall where there is a large slab with a pair of black streaks running down it and a lot of funky vein-like ridges. Zulu Warrior is the right-hand line of bolts up this slab. Start on the flake directly below the bolt line., ,New ASCA anchor on June 13th, 2015,",5,5.10b/c,5 bolts.,http://www.mountainproject.com/v/zulu-warrior/106821124,mountainproject.com/v/zulu-wall/106795191,3.6,"Find the left end of the Zulu Wall where there is a large slab with a pair of black streaks running down it and a lot of funky vein-like ridges. Zulu Warrior is the right-hand line of bolts up this slab. Start on the flake directly below the bolt line., ,New ASCA anchor on June 13th, 2015,",10.0,0,1,0,0,0,0,1.0,100.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Voodoo Child,Zulu Wall,"Sport, 1 pitch, 95'",Alaska,"Climb a few moves off the deck to reach the slab proper, then follow the left-hand line of bolts up to the top.,Find the left end of the Zulu Wall where there is a large slab with a pair of black streaks running down it and a lot of funky vein-like ridges. Voodoo Child is the left line of bolts up this slab. Start in the obvious crack/features directly below the bolt line., ,New ASCA anchor on June 13th, 2015. This Anchor replaced a rather manky thing. We thought it was 1 1/4 inch compression bolt and one rusty wedge anchor bolt, the 3/8 incher turned out to be a compression bolt as well. Both pulled VERY easily.,",5,5.10b,5 bolts.,http://www.mountainproject.com/v/voodoo-child/106821098,mountainproject.com/v/zulu-wall/106795191,3.8,"Find the left end of the Zulu Wall where there is a large slab with a pair of black streaks running down it and a lot of funky vein-like ridges. Voodoo Child is the left line of bolts up this slab. Start in the obvious crack/features directly below the bolt line., ,New ASCA anchor on June 13th, 2015. This Anchor replaced a rather manky thing. We thought it was 1 1/4 inch compression bolt and one rusty wedge anchor bolt, the 3/8 incher turned out to be a compression bolt as well. Both pulled VERY easily.,",10.0,0,1,0,0,0,0,1.0,95.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
